Open/Closed,Date,Time,Site,Secchi Distance (m),Box Office Count,Sector Count ,Tide Coefficient,Wind Speed (knt),Wind Direction (deg)
PostCOVID,1/20/21,1140,Backdoor,12.8,534,10.75,44,3.9896,80.08
PostCOVID,1/20/21,1140,Backdoor,11.6,534,10.75,44,3.9896,80.08
PostCOVID,1/20/21,1140,Backdoor,13.4,534,10.75,44,3.9896,80.08
PostCOVID,1/20/21,1140,Backdoor,13.3,534,10.75,44,3.9896,80.08
PostCOVID,1/20/21,1227,Keyhole,9.8,534,31.75,44,3.9896,80.08
PostCOVID,1/20/21,1227,Keyhole,9.5,534,31.75,44,3.9896,80.08
PostCOVID,1/20/21,1227,Keyhole,9.7,534,31.75,44,3.9896,80.08
PostCOVID,1/20/21,1227,Keyhole,10,534,31.75,44,3.9896,80.08
PostCOVID,1/20/21,1315,Channel,8.8,534,22.5,44,3.9896,80.08
PostCOVID,1/20/21,1315,Channel,8.5,534,22.5,44,3.9896,80.08
PostCOVID,1/20/21,1315,Channel,9,534,22.5,44,3.9896,80.08
PostCOVID,1/20/21,1315,Channel,9.6,534,22.5,44,3.9896,80.08
PostCOVID,1/20/21,1355,WitchesBrew,6.2,534,5.25,44,3.9896,80.08
PostCOVID,1/20/21,1355,WitchesBrew,5.8,534,5.25,44,3.9896,80.08
PostCOVID,1/20/21,1355,WitchesBrew,5.9,534,5.25,44,3.9896,80.08
PostCOVID,1/20/21,1355,WitchesBrew,5.4,534,5.25,44,3.9896,80.08
