location,site,transect,date,human_presence,segment,camera_number,fingers_number,fov_marker_dist_m,tide_height_ft,tide_coefficient,water_clarity_m,box_office_count,sector_count,depth_observed_max,depth_observed_min,depth_observed_mean_m,habitat_relief_m,observation_start_time,video_observer,filename,substrate_primary,file_duration,organism_enter_time,organism_leave_time,common_name,genus_spp,phase,number,bites_per_individual,feeding,passing,guarding,resting,burrowing,attacking,attacked,cleaning,cleaned,following,total_activity_time,notes,screenshot_filename,videograb_filename
Hanauma Bay,Backdoor,B,2020_04_28,0,0500_0559,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Brittany Kernodle,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,522,525,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,0,100,0,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0500_0559,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Brittany Kernodle,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,531,540,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,0,100,0,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0500_0559,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Brittany Kernodle,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,535,537,Bird_Wrasse,Gomphosus_varius,IP,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0500_0559,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Brittany Kernodle,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,539,543,Bird_Wrasse,Gomphosus_varius,IP,1,0,100,0,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0500_0559,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Brittany Kernodle,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,554,556,Bird_Wrasse,Gomphosus_varius,IP,1,0,100,0,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0600_0659,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Haily Burnett,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,602,606,Bird_Wrasse,Gomphosus_varius,NA,1,1,100,0,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0600_0659,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Haily Burnett,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,608,609,Wrasse_unknown,NA,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0600_0659,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Haily Burnett,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,625,633,Saddle_Wrasse,Thalassoma_duperrey,IP,1,1,100,0,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0600_0659,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Haily Burnett,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,642,646,Belted_Wrasse,Stethojulis_balteata,TP,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0600_0659,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Haily Burnett,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,644,646,Belted_Wrasse,Stethojulis_balteata,IP,1,0,0,0,0,0,0,0,0,0,0,100,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0600_0659,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Haily Burnett,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,645,647,Wrasse_unknown,NA,NA,1,0,0,0,0,0,0,0,0,0,0,100,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0600_0659,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Haily Burnett,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,646,653,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,1,100,0,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0600_0659,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Haily Burnett,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,656,659,Wrasse_unknown,NA,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0700_0759,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Ian Gerber,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,700,724,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,7,35,65,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0700_0759,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Ian Gerber,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,700,702,Christmas_Wrasse,Thalassoma_trilobatum,IP,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0700_0759,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Ian Gerber,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,702,708,Belted_Wrasse,Stethojulis_balteata,IP,1,1,20,80,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0700_0759,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Ian Gerber,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,728,730,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0700_0759,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Ian Gerber,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,731,747,Saddle_Wrasse,Thalassoma_duperrey,TP,1,2,15,85,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0700_0759,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Ian Gerber,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,746,747,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0700_0759,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Ian Gerber,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,750,757,Belted_Wrasse,Stethojulis_balteata,IP,1,2,30,70,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0800_0859,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Ines Costa,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,800,806,Wrasse_unknown,NA,NA,1,2,80,20,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0800_0859,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Ines Costa,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,840,840,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0800_0859,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Ines Costa,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,845,851,Belted_Wrasse,Stethojulis_balteata,NA,1,3,100,0,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0800_0859,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Ines Costa,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,856,857,Surgeonfish_unknown,NA,NA,1,0,100,0,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0800_0859,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Ines Costa,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,859,859,Surgeonfish_unknown,NA,NA,1,0,100,0,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0900_0959,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Julia McDonough,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,910,920,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0900_0959,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Julia McDonough,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,910,914,Wrasse_unknown,NA,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0900_0959,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Julia McDonough,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,912,959,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,18,30,70,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0900_0959,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Julia McDonough,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,915,918,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0900_0959,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Julia McDonough,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,915,959,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,25,40,60,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0900_0959,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Julia McDonough,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,918,936,Saddle_Wrasse,Thalassoma_duperrey,IP,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0900_0959,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Julia McDonough,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,919,928,Palenose_Parrotfish,Scarus_psittacus,IP,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0900_0959,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Julia McDonough,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,927,935,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0900_0959,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Julia McDonough,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,929,943,Lowfin_Chub,Kyphosus_Spp,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,0900_0959,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Julia McDonough,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,955,956,Saddle_Wrasse,Thalassoma_duperrey,IP,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,1000_1059,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Julianna Filice,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,1100_1159,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Maria Calandranis,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,1107,1113,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,1100_1159,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Maria Calandranis,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,1122,1124,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,This will need a double check on the species because it barely pops out of what looks like a channel. They pop up on the right side of the video.,,
Hanauma Bay,Backdoor,B,2020_04_28,0,1100_1159,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Maria Calandranis,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,1129,1138,Manybar_Goatfish,Parupeneus_multifasciatus,NA,1,2,33,67,0,0,0,0,0,0,0,0,100,This character was harder for me to ID as well as hard to guage when the fish went too far back into the video. I personally chose when it became too blurry to interpret.,,
Hanauma Bay,Backdoor,B,2020_04_28,0,1100_1159,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Maria Calandranis,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,1135,1148,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,1100_1159,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Maria Calandranis,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,1142,1147,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,1200_1259,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Mia Nelson,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,1204,1206,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,1200_1259,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Mia Nelson,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,1206,1208,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,1200_1259,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Mia Nelson,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,1230,1242,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,3,50,50,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,1200_1259,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Mia Nelson,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,1255,1257,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,1300_1359,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Shayna Arakaki,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,1400_1459,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Sarah Severino,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,1400,1402,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,3,100,0,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,1400_1459,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Sarah Severino,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,1412,1416,Ringtail_Surgeonfish,Acanthurus_blochii,NA,1,2,100,0,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,1400_1459,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Sarah Severino,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,1430,1431,Ringtail_Surgeonfish,Acanthurus_blochii,NA,2,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,1500_1559,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Andrew Graham,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,1514,1517,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,1500_1559,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Andrew Graham,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,1527,1528,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,1500_1559,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Andrew Graham,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,1531,1533,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,1600_1659,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Justin Han,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,1613,1615,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,1600_1659,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Justin Han,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,1622,1623,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,1700_1759,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Matt Stefanak,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,1724,1730,Belted_Wrasse,Stethojulis_balteata,IP,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,1800_1859,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Zack Rago,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,1820,1824,Wrasse_unknown,NA,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Backdoor,B,2020_04_28,0,1800_1859,10,6,3,0.2,53,17.5,0,0,0.25,0.25,0.25,0,1055,Zack Rago,CameraTrap_HBay_Backdoor_TransectB_2020_04_28,dead_coral,10421,1835,1838,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Channel,B,2020_04_28,0,0500_0559,10,2,3,0.3,82,12.15,0,0,1,0.5,0.75,0.5,900,Brittany Kernodle,CameraTrap_Hbay_Channel_TransectB_2020_04_28,dead_coral,10144,500,508,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,0,100,0,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Channel,B,2020_04_28,0,0500_0559,10,2,3,0.3,82,12.15,0,0,1,0.5,0.75,0.5,900,Brittany Kernodle,CameraTrap_Hbay_Channel_TransectB_2020_04_28,dead_coral,10144,500,559,Orangespine_Unicornfish,Naso_lituratus,NA,1,15,100,0,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Channel,B,2020_04_28,0,0500_0559,10,2,3,0.3,82,12.15,0,0,1,0.5,0.75,0.5,900,Brittany Kernodle,CameraTrap_Hbay_Channel_TransectB_2020_04_28,dead_coral,10144,506,519,Orangespine_Unicornfish,Naso_lituratus,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Channel,B,2020_04_28,0,0500_0559,10,2,3,0.3,82,12.15,0,0,1,0.5,0.75,0.5,900,Brittany Kernodle,CameraTrap_Hbay_Channel_TransectB_2020_04_28,dead_coral,10144,509,519,Orangespine_Unicornfish,Naso_lituratus,NA,1,0,100,0,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Channel,B,2020_04_28,0,0500_0559,10,2,3,0.3,82,12.15,0,0,1,0.5,0.75,0.5,900,Brittany Kernodle,CameraTrap_Hbay_Channel_TransectB_2020_04_28,dead_coral,10144,521,532,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,2,100,0,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Channel,B,2020_04_28,0,0500_0559,10,2,3,0.3,82,12.15,0,0,1,0.5,0.75,0.5,900,Brittany Kernodle,CameraTrap_Hbay_Channel_TransectB_2020_04_28,dead_coral,10144,528,559,Lowfin_Chub,Kyphosus_Spp,NA,1,4,100,0,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Channel,B,2020_04_28,0,0500_0559,10,2,3,0.3,82,12.15,0,0,1,0.5,0.75,0.5,900,Brittany Kernodle,CameraTrap_Hbay_Channel_TransectB_2020_04_28,dead_coral,10144,528,548,Orangespine_Unicornfish,Naso_lituratus,NA,1,0,100,0,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Channel,B,2020_04_28,0,0500_0559,10,2,3,0.3,82,12.15,0,0,1,0.5,0.75,0.5,900,Brittany Kernodle,CameraTrap_Hbay_Channel_TransectB_2020_04_28,dead_coral,10144,542,551,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,3,100,0,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Channel,B,2020_04_28,0,0500_0559,10,2,3,0.3,82,12.15,0,0,1,0.5,0.75,0.5,900,Brittany Kernodle,CameraTrap_Hbay_Channel_TransectB_2020_04_28,dead_coral,10144,552,559,Orangespine_Unicornfish,Naso_lituratus,NA,1,1,100,0,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Channel,B,2020_04_28,0,0600_0659,10,2,3,0.3,82,12.15,0,0,1,0.5,0.75,0.5,900,Haily Burnett,CameraTrap_Hbay_Channel_TransectB_2020_04_28,dead_coral,10144,600,659,Orangespine_Unicornfish,Naso_lituratus,NA,1,19,100,0,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Channel,B,2020_04_28,0,0600_0659,10,2,3,0.3,82,12.15,0,0,1,0.5,0.75,0.5,900,Haily Burnett,CameraTrap_Hbay_Channel_TransectB_2020_04_28,dead_coral,10144,602,614,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,14,100,0,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Channel,B,2020_04_28,0,0600_0659,10,2,3,0.3,82,12.15,0,0,1,0.5,0.75,0.5,900,Haily Burnett,CameraTrap_Hbay_Channel_TransectB_2020_04_28,dead_coral,10144,603,620,Convict_Tang,Acanthurus_triostegus,NA,1,3,100,0,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Channel,B,2020_04_28,0,0700_0759,10,2,3,0.3,82,12.15,0,0,1,0.5,0.75,0.5,900,Ian Gerber,CameraTrap_Hbay_Channel_TransectB_2020_04_28,dead_coral,10144,700,714,Brighteye_Damselfish,Plectroglyphidodon_imparipennis,NA,1,0,0,10,90,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Channel,B,2020_04_28,0,0700_0759,10,2,3,0.3,82,12.15,0,0,1,0.5,0.75,0.5,900,Ian Gerber,CameraTrap_Hbay_Channel_TransectB_2020_04_28,dead_coral,10144,700,725,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,11,80,20,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Channel,B,2020_04_28,0,0700_0759,10,2,3,0.3,82,12.15,0,0,1,0.5,0.75,0.5,900,Ian Gerber,CameraTrap_Hbay_Channel_TransectB_2020_04_28,dead_coral,10144,700,711,Orangespine_Unicornfish,Naso_lituratus,NA,2,1,15,85,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Channel,B,2020_04_28,0,0700_0759,10,2,3,0.3,82,12.15,0,0,1,0.5,0.75,0.5,900,Ian Gerber,CameraTrap_Hbay_Channel_TransectB_2020_04_28,dead_coral,10144,717,720,Parrotfish_unknown,NA,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Channel,B,2020_04_28,0,0700_0759,10,2,3,0.3,82,12.15,0,0,1,0.5,0.75,0.5,900,Ian Gerber,CameraTrap_Hbay_Channel_TransectB_2020_04_28,dead_coral,10144,717,738,Saddle_Wrasse,Thalassoma_duperrey,TP,1,1,5,95,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Channel,B,2020_04_28,0,0700_0759,10,2,3,0.3,82,12.15,0,0,1,0.5,0.75,0.5,900,Ian Gerber,CameraTrap_Hbay_Channel_TransectB_2020_04_28,dead_coral,10144,720,730,Brighteye_Damselfish,Plectroglyphidodon_imparipennis,NA,1,0,0,5,95,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Channel,B,2020_04_28,0,0700_0759,10,2,3,0.3,82,12.15,0,0,1,0.5,0.75,0.5,900,Ian Gerber,CameraTrap_Hbay_Channel_TransectB_2020_04_28,dead_coral,10144,744,759,Brighteye_Damselfish,Plectroglyphidodon_imparipennis,NA,1,1,5,5,90,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Channel,B,2020_04_28,0,0800_0859,10,2,3,0.3,82,12.15,0,0,1,0.5,0.75,0.5,900,Ines Costa,CameraTrap_Hbay_Channel_TransectB_2020_04_28,dead_coral,10144,817,859,Brown_Surgeonfish,Acanthurus_nigrofuscus,NA,1,15,100,0,0,0,0,0,0,0,0,0,100,,,
Hanauma Bay,Channel,B,2020_04_28,0,0800_0859,10,2,3,0.3,82,12.15,0,0,1,0.5,0.75,0.5,900,Ines Costa,CameraTrap_Hbay_Channel_TransectB_2020_04_28,dead_coral,10144,833,854,Saddle_Wrasse,Thalassoma_duperrey,NA,1,0,0,100,0,0,0,0,0,0,0,0,100,,,
