"rep","time","fish","human","human_binom","period"
"Hanauma Bay-Channel-B-2021_01_13",943,0,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",944,0,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",945,0,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",946,0,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",947,0,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",1376,0,0,FALSE,"before"
"Hanauma Bay-Channel-B-2021_01_13",1377,0,0,FALSE,"before"
"Hanauma Bay-Channel-B-2021_01_13",1378,0,0,FALSE,"before"
"Hanauma Bay-Channel-B-2021_01_13",1379,0,0,FALSE,"before"
"Hanauma Bay-Channel-B-2021_01_13",1380,0,0,FALSE,"before"
"Hanauma Bay-Channel-B-2021_01_13",1381,0,0,FALSE,"before"
"Hanauma Bay-Channel-B-2021_01_13",1382,0,0,FALSE,"before"
"Hanauma Bay-Channel-B-2021_01_13",1383,0,0,FALSE,"before"
"Hanauma Bay-Channel-B-2021_01_13",1384,0,0,FALSE,"before"
"Hanauma Bay-Channel-B-2021_01_13",1385,0,0,FALSE,"before"
"Hanauma Bay-Channel-B-2021_01_13",1386,0,0,FALSE,"before"
"Hanauma Bay-Channel-B-2021_01_13",1387,0,0,FALSE,"before"
"Hanauma Bay-Channel-B-2021_01_13",1388,0,0,FALSE,"before"
"Hanauma Bay-Channel-B-2021_01_13",1389,0,0,FALSE,"before"
"Hanauma Bay-Channel-B-2021_01_13",1390,0,0,FALSE,"before"
"Hanauma Bay-Channel-B-2021_01_13",1391,0,0,FALSE,"before"
"Hanauma Bay-Channel-B-2021_01_13",1392,0,0,FALSE,"before"
"Hanauma Bay-Channel-B-2021_01_13",1393,0,0,FALSE,"before"
"Hanauma Bay-Channel-B-2021_01_13",1394,0,0,FALSE,"before"
"Hanauma Bay-Channel-B-2021_01_13",1395,0,0,FALSE,"before"
"Hanauma Bay-Channel-B-2021_01_13",1396,0,0,FALSE,"before"
"Hanauma Bay-Channel-B-2021_01_13",1397,0,0,FALSE,"before"
"Hanauma Bay-Channel-B-2021_01_13",1398,0,0,FALSE,"before"
"Hanauma Bay-Channel-B-2021_01_13",1399,0,0,FALSE,"before"
"Hanauma Bay-Channel-B-2021_01_13",1400,0,0,FALSE,"before"
"Hanauma Bay-Channel-B-2021_01_13",1401,0,1,TRUE,"during"
"Hanauma Bay-Channel-B-2021_01_13",1402,0,1,TRUE,"during"
"Hanauma Bay-Channel-B-2021_01_13",1403,0,1,TRUE,"during"
"Hanauma Bay-Channel-B-2021_01_13",1404,0,1,TRUE,"during"
"Hanauma Bay-Channel-B-2021_01_13",1405,0,1,TRUE,"during"
"Hanauma Bay-Channel-B-2021_01_13",1406,0,1,TRUE,"during"
"Hanauma Bay-Channel-B-2021_01_13",1407,0,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",1408,0,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",1409,0,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",1410,0,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",1411,1,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",1412,1,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",1413,1,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",1414,1,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",1415,1,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",1416,1,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",1417,0,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",1418,0,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",1419,0,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",1420,0,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",1421,0,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",1422,1,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",1423,1,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",1424,1,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",1425,1,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",1426,1,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",1427,1,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",1428,1,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",1429,1,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",1430,1,0,FALSE,"after"
"Hanauma Bay-Channel-B-2021_01_13",1431,1,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",775,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",776,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",777,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",778,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",779,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",780,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",781,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",782,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",783,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",784,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",785,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",786,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",787,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",788,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",789,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",790,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",791,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",792,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",793,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",794,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",795,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",796,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",797,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",798,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",799,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",800,2,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",801,2,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",802,2,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",803,0,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",804,0,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",805,0,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",806,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",807,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",808,1,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",809,1,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",810,1,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",811,1,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",812,1,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",813,1,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",814,1,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",815,1,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",816,1,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",817,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",818,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",819,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",820,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",821,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",822,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",823,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",824,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",825,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",826,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",827,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",828,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",829,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",830,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",826,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",827,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",828,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",829,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",830,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",831,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",832,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",833,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",834,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",835,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",836,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",837,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",838,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",839,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",840,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",841,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",842,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",843,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",844,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",845,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",846,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",847,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",848,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",849,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",850,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",851,2,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",852,0,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",853,0,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",854,0,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",855,0,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",856,0,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",857,0,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",858,0,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",859,0,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",860,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",861,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",862,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",863,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",864,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",865,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",866,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",867,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",868,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",869,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",870,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",871,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",872,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",873,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",874,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",875,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",876,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",877,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",878,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",879,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",880,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",881,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",882,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",883,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",884,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",923,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",924,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",925,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",926,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",927,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",928,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",929,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",930,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",931,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",932,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",933,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",934,3,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",935,3,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",936,3,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",937,3,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",938,3,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",939,3,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",940,4,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",941,4,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",942,3,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",943,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",944,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",945,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",946,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",947,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_16",948,2,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",949,1,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",950,1,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",951,2,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",952,2,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",953,1,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",954,0,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",955,0,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",956,0,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",957,0,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",958,0,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",959,0,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_16",960,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",961,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",962,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",963,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",964,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",965,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",966,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",967,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",968,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",969,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",970,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",971,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",972,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",973,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",974,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",975,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",976,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",977,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",978,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",979,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",980,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",981,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",982,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",983,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",984,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_16",1860,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",500,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",501,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",502,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",503,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",504,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",505,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",506,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",507,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",508,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",509,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",510,3,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",511,3,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",512,3,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",513,3,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",514,3,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",515,3,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",516,3,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",517,3,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",518,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",519,3,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",520,3,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",521,3,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",522,3,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",523,3,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",524,4,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_30",525,3,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_30",526,3,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_30",527,3,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_30",528,4,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_30",529,5,2,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_30",530,5,2,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_30",531,5,2,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_30",532,4,2,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_30",533,4,2,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_30",534,5,2,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_30",535,4,2,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_30",536,4,2,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_30",537,3,2,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_30",538,3,2,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_30",539,3,2,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_30",540,3,2,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_30",541,2,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",542,2,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",543,1,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",544,1,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",545,1,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",546,1,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",547,1,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",548,1,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",549,1,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",550,1,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",551,1,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",552,1,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",553,1,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",554,1,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",555,1,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",556,1,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",557,1,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",558,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",559,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",560,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",561,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",562,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",563,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",564,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",565,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",628,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",629,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",630,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",631,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",632,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",633,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",634,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",635,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",636,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",637,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",638,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",639,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",640,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",641,0,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",642,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",643,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",644,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",645,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",646,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",647,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",648,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",649,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",650,1,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",651,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",652,2,0,FALSE,"before"
"Hanauma Bay-Keyhole-B-2020_12_30",653,2,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_30",654,1,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_30",655,0,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_30",656,0,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_30",657,0,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_30",658,0,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_30",659,0,1,TRUE,"during"
"Hanauma Bay-Keyhole-B-2020_12_30",660,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",661,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",662,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",663,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",664,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",665,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",666,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",667,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",668,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",669,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",670,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",671,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",672,0,0,FALSE,"after"
"Hanauma Bay-Keyhole-B-2020_12_30",673,0,0,FALSE,"after"
